"idhod","hodnota","ukaz_kod","vek_cis","vek_kod","uzemi_cis","uzemi_kod","sldb_rok","sldb_datum","ukaz_txt","vek_txt","uzemi_txt"
"947132855","221","3162",,,"43","571377","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Hamry"
"947080991","35","3162","1035","1100000014","43","571377","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Hamry"
"947092761","130","3162","1035","1300150064","43","571377","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Hamry"
"947116177","56","3162","1035","1200659999","43","571377","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Hamry"
"947121068","4769","3162",,,"43","571385","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Heřmanův Městec"
"947116178","714","3162","1035","1100000014","43","571385","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Heřmanův Městec"
"947092763","2822","3162","1035","1300150064","43","571385","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Heřmanův Městec"
"947092762","1233","3162","1035","1200659999","43","571385","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Heřmanův Městec"
"947132856","9271","3162",,,"43","571393","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Hlinsko"
"947080992","1412","3162","1035","1100000014","43","571393","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Hlinsko"
"947092764","5664","3162","1035","1300150064","43","571393","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Hlinsko"
"947068405","2195","3162","1035","1200659999","43","571393","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Hlinsko"
"947086101","177","3162",,,"43","571407","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Hluboká"
"947104482","25","3162","1035","1100000014","43","571407","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Hluboká"
"947080993","105","3162","1035","1300150064","43","571407","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Hluboká"
"947092765","47","3162","1035","1200659999","43","571407","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Hluboká"
"947097808","54","3162",,,"43","571415","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Xaverov"
"947116179","7","3162","1035","1100000014","43","571415","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Xaverov"
"947068406","39","3162","1035","1300150064","43","571415","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Xaverov"
"947080994","8","3162","1035","1200659999","43","571415","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Xaverov"
"947121219","213","3162",,,"43","571423","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Zichovec"
"947104615","45","3162","1035","1100000014","43","571423","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Zichovec"
"947068544","121","3162","1035","1300150064","43","571423","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Zichovec"
"947128131","47","3162","1035","1200659999","43","571423","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Zichovec"
"947086102","202","3162",,,"43","571431","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Vrbičany"
"947128132","29","3162","1035","1100000014","43","571431","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Vrbičany"
"947139800","132","3162","1035","1300150064","43","571431","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Vrbičany"
"947104616","41","3162","1035","1200659999","43","571431","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Vrbičany"
"947121220","811","3162",,,"43","571440","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Holetín"
"947081163","135","3162","1035","1100000014","43","571440","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Holetín"
"947116338","527","3162","1035","1300150064","43","571440","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Holetín"
"947128133","149","3162","1035","1200659999","43","571440","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Holetín"
"947133020","168","3162",,,"43","571458","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Honbice"
"947104617","16","3162","1035","1100000014","43","571458","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Honbice"
"947128134","115","3162","1035","1300150064","43","571458","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Honbice"
"947151586","37","3162","1035","1200659999","43","571458","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Honbice"
"947133021","423","3162",,,"43","571466","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Horka"
"947104619","74","3162","1035","1100000014","43","571466","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Horka"
"947104618","265","3162","1035","1300150064","43","571466","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Horka"
"947092923","84","3162","1035","1200659999","43","571466","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Horka"
"947133022","430","3162",,,"43","571474","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Horní Bradlo"
"947104620","57","3162","1035","1100000014","43","571474","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Horní Bradlo"
"947092924","256","3162","1035","1300150064","43","571474","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Horní Bradlo"
"947068545","117","3162","1035","1200659999","43","571474","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Horní Bradlo"
"947097809","143","3162",,,"43","571482","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Hošťalovice"
"947081305","25","3162","1035","1100000014","43","571482","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Hošťalovice"
"947068691","85","3162","1035","1300150064","43","571482","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Hošťalovice"
"947128135","33","3162","1035","1200659999","43","571482","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Hošťalovice"
"947121221","1973","3162",,,"43","571491","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Hrochův Týnec"
"947128277","305","3162","1035","1100000014","43","571491","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Hrochův Týnec"
"947068692","1288","3162","1035","1300150064","43","571491","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Hrochův Týnec"
"947093081","380","3162","1035","1200659999","43","571491","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Hrochův Týnec"
"947086103","333","3162",,,"43","571504","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Hroubovice"
"947116504","60","3162","1035","1100000014","43","571504","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Hroubovice"
"947104777","201","3162","1035","1300150064","43","571504","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Hroubovice"
"947081306","72","3162","1035","1200659999","43","571504","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Hroubovice"
"947144679","114","3162",,,"43","571512","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Kutrovice"
"947093082","17","3162","1035","1100000014","43","571512","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Kutrovice"
"947139971","79","3162","1035","1300150064","43","571512","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Kutrovice"
"947151718","18","3162","1035","1200659999","43","571512","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Kutrovice"
"947071926","154","3162",,,"43","571521","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Neprobylice"
"947139972","27","3162","1035","1100000014","43","571521","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Neprobylice"
"947116505","105","3162","1035","1300150064","43","571521","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Neprobylice"
"947081307","22","3162","1035","1200659999","43","571521","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Neprobylice"
"947133023","3094","3162",,,"43","571539","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Chrast"
"947093083","538","3162","1035","1100000014","43","571539","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Chrast"
"947151719","1872","3162","1035","1300150064","43","571539","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Chrast"
"947139973","684","3162","1035","1200659999","43","571539","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Chrast"
"947121222","1193","3162",,,"43","571547","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Chroustovice"
"947102491","194","3162","1035","1100000014","43","571547","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Chroustovice"
"947128278","741","3162","1035","1300150064","43","571547","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Chroustovice"
"947068693","258","3162","1035","1200659999","43","571547","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Chroustovice"
"947121223","106","3162",,,"43","571555","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Líský"
"947125991","19","3162","1035","1100000014","43","571555","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Líský"
"947149428","58","3162","1035","1300150064","43","571555","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Líský"
"947102492","29","3162","1035","1200659999","43","571555","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Líský"
"947072513","422","3162",,,"43","571563","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Jenišovice"
"947125992","74","3162","1035","1100000014","43","571563","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Jenišovice"
"947137693","267","3162","1035","1300150064","43","571563","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Jenišovice"
"947090797","81","3162","1035","1200659999","43","571563","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Jenišovice"
"947109560","768","3162",,,"43","571571","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Kameničky"
"947137694","136","3162","1035","1100000014","43","571571","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Kameničky"
"947066398","490","3162","1035","1300150064","43","571571","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Kameničky"
"947125993","142","3162","1035","1200659999","43","571571","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Kameničky"
"947121224","249","3162",,,"43","571580","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Kladno"
"947066399","39","3162","1035","1100000014","43","571580","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Kladno"
"947102493","154","3162","1035","1300150064","43","571580","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Kladno"
"947137695","56","3162","1035","1200659999","43","571580","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Kladno"
"947144680","132","3162",,,"43","571598","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Zájezd"
"947149429","24","3162","1035","1100000014","43","571598","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Zájezd"
"947102494","90","3162","1035","1300150064","43","571598","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Zájezd"
"947079042","18","3162","1035","1200659999","43","571598","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Zájezd"
"947072311","373","3162",,,"43","571601","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Libovice"
"947114430","76","3162","1035","1100000014","43","571601","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Libovice"
"947066400","238","3162","1035","1300150064","43","571601","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Libovice"
"947114277","59","3162","1035","1200659999","43","571601","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Libovice"
"947133024","690","3162",,,"43","571610","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Kočí"
"947090937","139","3162","1035","1100000014","43","571610","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Kočí"
"947079195","455","3162","1035","1300150064","43","571610","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Kočí"
"947079194","96","3162","1035","1200659999","43","571610","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Kočí"
"947121225","360","3162",,,"43","571628","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Kostelec u Heřmanova Městce"
"947066562","66","3162","1035","1100000014","43","571628","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Kostelec u Heřmanova Městce"
"947137846","235","3162","1035","1300150064","43","571628","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Kostelec u Heřmanova Městce"
"947090938","59","3162","1035","1200659999","43","571628","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Kostelec u Heřmanova Městce"
"947097810","371","3162",,,"43","571636","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Němčice"
"947137847","68","3162","1035","1100000014","43","571636","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Němčice"
"947102643","240","3162","1035","1300150064","43","571636","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Němčice"
"947149594","63","3162","1035","1200659999","43","571636","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Němčice"
"947144681","257","3162",,,"43","571644","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Štíhlice"
"947102644","47","3162","1035","1100000014","43","571644","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Štíhlice"
"947126122","168","3162","1035","1300150064","43","571644","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Štíhlice"
"947137848","42","3162","1035","1200659999","43","571644","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Štíhlice"
"947071696","153","3162",,,"43","571652","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Krásné"
"947093086","20","3162","1035","1100000014","43","571652","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Krásné"
"947114431","98","3162","1035","1300150064","43","571652","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Krásné"
"947090939","35","3162","1035","1200659999","43","571652","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Krásné"
"947109711","1379","3162",,,"43","571661","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Krouna"
"947066401","243","3162","1035","1100000014","43","571661","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Krouna"
"947079043","863","3162","1035","1300150064","43","571661","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Krouna"
"947137696","273","3162","1035","1200659999","43","571661","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Krouna"
"947144843","101","3162",,,"43","571679","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Oplany"
"947114278","13","3162","1035","1100000014","43","571679","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Oplany"
"947102496","68","3162","1035","1300150064","43","571679","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Oplany"
"947102495","20","3162","1035","1200659999","43","571679","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Oplany"
"947072281","123","3162",,,"43","571687","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Klášterní Skalice"
"947102497","19","3162","1035","1100000014","43","571687","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Klášterní Skalice"
"947090798","75","3162","1035","1300150064","43","571687","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Klášterní Skalice"
"947149430","29","3162","1035","1200659999","43","571687","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Klášterní Skalice"
"947086257","335","3162",,,"43","571695","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Leština"
"947149431","65","3162","1035","1100000014","43","571695","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Leština"
"947090799","197","3162","1035","1300150064","43","571695","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Leština"
"947102498","73","3162","1035","1200659999","43","571695","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Leština"
"947121395","150","3162",,,"43","571709","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Leštinka"
"947137697","31","3162","1035","1100000014","43","571709","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Leštinka"
"947114279","92","3162","1035","1300150064","43","571709","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Leštinka"
"947102499","27","3162","1035","1200659999","43","571709","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Leštinka"
"947086258","246","3162",,,"43","571717","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Kšely"
"947114280","42","3162","1035","1100000014","43","571717","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Kšely"
"947079044","159","3162","1035","1300150064","43","571717","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Kšely"
"947102500","45","3162","1035","1200659999","43","571717","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Kšely"
"947133191","84","3162",,,"43","571725","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Libkov"
"947137850","13","3162","1035","1100000014","43","571725","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Libkov"
"947149595","49","3162","1035","1300150064","43","571725","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Libkov"
"947114281","22","3162","1035","1200659999","43","571725","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Libkov"
"947074456","166","3162",,,"43","571733","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Liboměřice"
"947066564","36","3162","1035","1100000014","43","571733","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Liboměřice"
"947066563","93","3162","1035","1300150064","43","571733","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Liboměřice"
"947149596","37","3162","1035","1200659999","43","571733","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Liboměřice"
"947109712","139","3162",,,"43","571741","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Třebonín"
"947079198","19","3162","1035","1100000014","43","571741","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Třebonín"
"947126123","89","3162","1035","1300150064","43","571741","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Třebonín"
"947079197","31","3162","1035","1200659999","43","571741","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Třebonín"
"947133192","152","3162",,,"43","571750","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Lozice"
"947090940","21","3162","1035","1100000014","43","571750","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Lozice"
"947102647","90","3162","1035","1300150064","43","571750","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Lozice"
"947066565","41","3162","1035","1200659999","43","571750","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Lozice"
"947109713","868","3162",,,"43","571768","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Lukavice"
"947066566","152","3162","1035","1100000014","43","571768","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Lukavice"
"947137851","545","3162","1035","1300150064","43","571768","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Lukavice"
"947079199","171","3162","1035","1200659999","43","571768","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Lukavice"
"947144844","2624","3162",,,"43","571776","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Luže"
"947079200","448","3162","1035","1100000014","43","571776","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Luže"
"947149597","1575","3162","1035","1300150064","43","571776","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Luže"
"947114433","601","3162","1035","1200659999","43","571776","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Luže"
"947121396","2421","3162",,,"43","571784","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Libiš"
"947126273","407","3162","1035","1100000014","43","571784","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Libiš"
"947066567","1574","3162","1035","1300150064","43","571784","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Libiš"
"947102648","440","3162","1035","1200659999","43","571784","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Libiš"
"947074457","472","3162",,,"43","571792","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Kozomín"
"947066719","93","3162","1035","1100000014","43","571792","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Kozomín"
"947066718","313","3162","1035","1300150064","43","571792","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Kozomín"
"947126274","66","3162","1035","1200659999","43","571792","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Kozomín"
"947097954","291","3162",,,"43","571806","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Nová Ves u Bakova"
"947126276","49","3162","1035","1100000014","43","571806","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Nová Ves u Bakova"
"947102810","186","3162","1035","1300150064","43","571806","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Nová Ves u Bakova"
"947126275","56","3162","1035","1200659999","43","571806","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Nová Ves u Bakova"
"947121397","611","3162",,,"43","571814","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Zdětín"
"947091100","125","3162","1035","1100000014","43","571814","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Zdětín"
"947091099","402","3162","1035","1300150064","43","571814","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Zdětín"
"947091098","84","3162","1035","1200659999","43","571814","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Zdětín"
"947133193","270","3162",,,"43","571822","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Míčov-Sušice"
"947066720","37","3162","1035","1100000014","43","571822","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Míčov-Sušice"
"947079349","148","3162","1035","1300150064","43","571822","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Míčov-Sušice"
"947126277","85","3162","1035","1200659999","43","571822","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Míčov-Sušice"
"947121398","1268","3162",,,"43","571831","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Miřetice"
"947079350","225","3162","1035","1100000014","43","571831","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Miřetice"
"947137993","773","3162","1035","1300150064","43","571831","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Miřetice"
"947102811","270","3162","1035","1200659999","43","571831","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Miřetice"
"947133194","218","3162",,,"43","571849","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Chudíř"
"947137994","51","3162","1035","1100000014","43","571849","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Chudíř"
"947126278","121","3162","1035","1300150064","43","571849","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Chudíř"
"947066721","46","3162","1035","1200659999","43","571849","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Chudíř"
"947133195","353","3162",,,"43","571857","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Mladoňovice"
"947138150","53","3162","1035","1100000014","43","571857","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Mladoňovice"
"947079494","211","3162","1035","1300150064","43","571857","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Mladoňovice"
"947149913","89","3162","1035","1200659999","43","571857","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Mladoňovice"
"947109714","200","3162",,,"43","571865","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Mukařov"
"947091239","28","3162","1035","1100000014","43","571865","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Mukařov"
"947138152","115","3162","1035","1300150064","43","571865","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Mukařov"
"947138151","57","3162","1035","1200659999","43","571865","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Mukařov"
"947074458","748","3162",,,"43","571873","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Morašice"
"947126435","151","3162","1035","1100000014","43","571873","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Morašice"
"947079495","470","3162","1035","1300150064","43","571873","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Morašice"
"947066879","127","3162","1035","1200659999","43","571873","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Morašice"
"947121399","134","3162",,,"43","571881","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Strážiště"
"947114704","27","3162","1035","1100000014","43","571881","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Strážiště"
"947079496","81","3162","1035","1300150064","43","571881","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Strážiště"
"947149914","26","3162","1035","1200659999","43","571881","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Strážiště"
"947071814","125","3162",,,"43","571890","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Nabočany"
"947149916","25","3162","1035","1100000014","43","571890","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Nabočany"
"947102968","69","3162","1035","1300150064","43","571890","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Nabočany"
"947149915","31","3162","1035","1200659999","43","571890","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Nabočany"
"947144845","634","3162",,,"43","571903","2021","2021-03-26","Počet obyvatel s obvyklým pobytem",,"Načešice"
"947066880","124","3162","1035","1100000014","43","571903","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","0 - 14 let","Načešice"
"947091240","393","3162","1035","1300150064","43","571903","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","15 - 64 let","Načešice"
"947102969","117","3162","1035","1200659999","43","571903","2021","2021-03-26","Počet obyvatel s obvyklým pobytem","65 a více let","Načešice"
